queue_length,processing_rate,active_counters,capacity,current_arrivals,hour,day_of_week,number_of_tokens,completed_tokens,waiting_time_minutes
49,9.32,5,94,1,13,1,60,11,75.12
39,2.09,2,94,12,11,3,53,14,645.48
44,5.6,3,81,12,13,1,48,4,182.5
31,9.82,3,96,12,12,4,36,5,71.79
28,2.82,3,60,2,16,1,43,15,194.09
2,6.38,1,46,1,17,1,13,11,20.04
39,9.83,4,84,11,16,1,50,11,61.08
33,6.44,2,65,2,11,2,35,2,169.51
39,3.52,1,55,0,11,3,40,1,762.31
26,6.66,4,82,7,15,0,32,6,56.51
12,3.64,4,46,5,17,3,13,1,49.87
44,6.16,2,54,12,11,4,50,6,244.11
32,2.59,2,31,1,9,2,42,10,370.21
5,6.84,2,34,7,9,5,15,10,21.29
23,6.13,1,33,5,8,2,36,13,224.49
18,7.92,5,65,6,12,6,20,2,29.21
15,7.05,2,35,10,13,1,28,13,71.53
39,6.4,5,50,0,16,1,49,10,69.92
27,7.52,1,55,6,12,4,30,3,248.94
32,3.15,5,84,2,13,5,48,16,141.84
47,6.76,3,68,10,13,6,62,15,157.53
40,3.38,5,62,11,10,2,42,2,168.03
12,9.4,2,43,7,11,5,21,9,43.08
42,2.55,1,85,5,8,0,56,14,994.12
44,5.44,2,50,3,11,3,51,7,276.96
24,7.57,3,75,10,8,2,41,17,57.36
41,5.66,2,45,7,12,5,43,2,250.93
35,2.74,2,45,8,15,0,41,6,384.41
26,6.43,2,58,9,15,0,35,9,121.47
37,7.13,4,37,1,12,6,56,19,87.55
6,7.63,3,32,14,17,6,14,8,15.62
4,4.99,2,48,5,9,3,17,13,22.53
42,6.51,2,95,4,13,0,55,13,221.7
44,5.61,2,51,4,8,4,54,10,238.01
30,7.38,1,75,9,14,0,30,0,281.18
22,6.67,4,42,10,11,5,25,3,58.74
41,6.21,1,62,2,12,6,46,5,455.15
9,4.0,4,34,11,13,4,13,4,37.82
31,2.02,2,56,7,8,6,33,2,457.82
42,3.39,3,53,13,16,6,43,1,246.48
29,2.94,5,96,7,17,6,31,2,108.54
38,5.59,5,92,11,11,0,46,8,91.99
30,6.9,2,77,4,15,1,48,18,130.23
17,3.7,1,92,7,12,0,35,18,318.32
35,9.51,3,41,9,15,6,51,16,72.78
1,2.05,4,57,14,8,4,18,17,8.35
13,8.18,2,73,7,15,0,23,10,41.15
12,7.0,3,72,2,11,6,23,11,39.25
28,4.99,3,46,1,9,6,30,2,107.22
11,2.4,4,69,8,13,0,28,17,75.31
38,7.02,3,78,1,9,0,43,5,107.7
1,5.08,1,86,8,12,4,7,6,17.4
31,9.49,1,93,3,9,0,31,0,197.11
12,6.34,1,86,11,10,3,17,5,130.74
45,9.52,3,99,12,13,5,62,17,108.69
26,3.76,1,72,1,8,3,38,12,412.33
48,7.81,4,52,9,13,4,66,18,104.44
40,6.94,3,56,0,10,1,46,6,133.89
16,7.92,5,87,3,14,3,34,18,23.74
39,3.72,3,66,8,9,6,47,8,211.61
30,7.32,4,35,11,13,5,32,2,69.53
33,5.98,5,94,8,15,2,44,11,68.65
23,7.94,3,35,3,8,5,42,19,60.8
44,4.62,1,79,8,16,3,61,17,566.86
34,9.12,2,51,14,12,2,41,7,126.87
47,2.67,2,54,11,12,4,55,8,603.74
5,8.46,1,80,5,12,5,17,12,35.35
18,8.89,2,77,0,13,1,25,7,66.75
29,8.54,2,99,9,9,2,38,9,109.22
6,6.1,1,94,12,13,2,22,16,69.68
9,5.51,1,89,13,11,5,15,6,118.52
40,9.97,3,75,5,15,3,56,16,82.73
31,3.83,3,65,8,16,2,48,17,159.51
33,6.38,1,87,12,16,4,34,1,309.44
27,7.37,4,67,1,15,5,29,2,56.75
14,7.61,2,40,5,10,4,32,18,64.81
29,3.63,3,41,1,17,5,29,0,157.95
36,7.23,2,71,3,11,4,45,9,167.21
28,8.55,5,68,14,8,3,41,13,49.18
21,2.4,1,40,7,16,5,33,12,524.54
3,9.29,4,65,12,12,6,11,8,4.59
19,2.24,5,81,6,13,1,24,5,117.6
31,4.85,5,60,10,10,3,36,5,87.52
35,2.13,5,62,11,17,4,53,18,197.88
49,2.62,1,42,12,15,5,58,9,1127.22
3,9.29,3,47,8,14,3,5,2,7.05
26,4.84,1,70,6,8,4,43,17,318.9
16,5.4,3,87,0,17,0,34,18,58.79
11,3.72,5,85,1,12,0,15,4,39.38
21,6.78,5,53,5,17,2,31,10,41.46
16,6.76,4,60,6,16,1,25,9,39.02
9,4.98,3,84,2,13,0,25,16,41.91
0,4.66,5,39,8,15,6,3,3,0.0
21,9.08,2,89,12,17,4,38,17,65.71
25,5.07,4,31,14,8,3,42,17,74.06
17,5.95,1,44,6,17,5,17,0,172.49
49,4.27,4,32,13,14,3,62,13,196.99
13,8.29,2,72,5,10,2,20,7,52.63
46,5.18,3,60,12,16,3,47,1,175.84
28,6.11,1,99,5,13,0,46,18,316.19
11,4.03,1,96,0,12,3,25,14,181.34
35,9.9,3,85,12,15,0,36,1,67.39
34,4.33,4,92,4,15,0,37,3,115.85
11,8.17,5,44,9,10,1,11,0,22.21
6,5.42,4,39,2,9,2,24,18,14.16
28,3.65,2,67,6,9,6,37,9,230.69
10,8.4,5,76,9,12,6,10,0,17.11
32,4.67,4,86,2,17,4,51,19,106.7
5,8.92,3,79,4,14,6,19,14,16.68
46,9.32,2,44,6,15,0,49,3,147.86
14,8.88,2,47,13,17,5,20,6,45.88
31,2.28,2,31,2,15,2,37,6,405.89
10,8.3,5,72,12,15,4,27,17,13.74
22,5.29,1,55,12,17,6,34,12,248.19
25,8.99,5,67,9,10,6,34,9,40.04
33,7.1,4,71,1,9,5,40,7,70.94
45,8.67,1,34,5,11,3,54,9,359.94
33,6.0,4,40,7,8,2,46,13,86.34
28,6.28,1,94,3,10,5,41,13,313.22
3,3.16,5,63,8,16,6,22,19,11.78
16,8.27,2,30,11,14,2,26,10,70.03
34,5.36,3,31,11,14,2,39,5,144.97
12,6.0,2,49,14,8,6,12,0,63.55
40,8.28,5,90,7,14,3,58,18,69.84
38,6.79,1,50,6,17,3,44,6,338.78
14,3.61,2,97,13,14,6,31,17,134.12
28,6.72,5,41,6,11,2,30,2,55.48
28,5.26,4,51,2,14,5,47,19,87.62
10,5.76,3,49,13,15,1,20,10,34.63
31,2.23,2,30,5,10,0,35,4,484.95
1,3.68,1,59,12,17,3,19,18,15.37
46,4.25,4,53,12,9,6,47,1,164.77
13,7.7,5,43,4,14,1,16,3,25.82
19,2.09,3,65,0,12,3,28,9,208.05
21,5.27,1,98,10,12,2,22,1,278.89
10,9.39,5,53,2,12,6,17,7,5.97
26,2.9,5,89,12,14,1,26,0,120.27
2,6.13,2,84,11,16,6,7,5,7.04
16,8.29,2,53,0,15,5,26,10,55.43
43,9.54,1,53,3,13,5,52,9,312.01
27,7.97,5,83,9,14,4,39,12,47.6
28,7.76,2,55,2,16,0,28,0,109.37
20,8.61,3,95,10,13,0,21,1,55.2
46,5.57,3,67,3,8,3,48,2,162.33
15,8.45,5,94,8,11,0,23,8,20.85
36,2.06,2,80,2,15,6,40,4,524.52
19,9.4,1,64,11,14,6,28,9,137.63
5,5.55,1,72,5,10,4,14,9,57.49
18,6.43,1,58,5,17,5,29,11,170.95
4,4.04,3,66,6,10,1,21,17,26.96
2,7.94,2,87,8,10,1,2,0,13.36
0,2.61,2,83,11,8,5,2,2,0.56
37,8.98,3,68,6,17,2,41,4,84.27
14,8.62,1,71,13,8,5,30,16,101.5
33,3.73,1,57,0,13,1,40,7,608.78
34,8.47,5,58,14,8,3,50,16,51.48
48,8.29,4,72,7,12,4,56,8,100.7
24,7.06,2,32,4,11,5,29,5,120.06
23,4.99,2,39,8,12,2,39,16,159.63
11,4.17,2,88,9,14,3,18,7,94.85
17,3.85,4,43,12,13,5,23,6,76.76
14,4.55,5,76,14,16,3,20,6,32.48
43,9.23,4,71,11,13,5,57,14,84.73
15,2.62,1,61,4,16,3,21,6,340.52
26,8.63,1,61,4,11,6,33,7,211.62
7,4.79,2,71,14,8,0,15,8,43.56
45,6.17,3,61,11,8,3,59,14,149.33
24,8.36,2,55,11,17,6,25,1,89.57
16,9.08,3,30,13,14,0,22,6,41.84
28,4.76,4,85,1,10,1,42,14,103.03
7,5.69,1,31,11,9,0,24,17,75.02
14,5.32,3,59,10,13,3,31,17,54.53
26,2.11,4,81,2,13,4,35,9,213.32
45,4.37,1,38,9,14,4,62,17,707.58
49,5.67,3,51,8,12,1,49,0,199.16
6,5.29,2,63,6,15,3,12,6,30.61
2,7.78,2,78,0,14,0,4,2,5.32
28,5.08,2,30,2,9,4,41,13,170.22
43,5.92,4,82,11,8,5,54,11,112.25
23,5.44,2,69,1,16,2,36,13,126.9
2,7.93,5,74,0,12,3,5,3,4.04
19,8.9,1,97,8,12,6,31,12,146.5
45,6.26,4,38,7,17,6,60,15,109.62
14,8.32,2,51,14,11,5,29,15,56.06
24,4.37,1,47,4,9,5,28,4,332.18
29,6.33,3,72,10,12,3,48,19,104.6
13,4.76,2,68,11,9,2,18,5,80.64
6,5.31,1,35,1,14,4,11,5,77.98
16,7.86,5,77,0,16,2,33,17,22.66
43,9.05,3,36,6,16,1,48,5,95.98
19,2.97,5,98,12,13,0,25,6,86.61
35,7.08,1,45,10,8,0,50,15,298.14
8,6.66,5,30,10,13,5,16,8,20.23
37,2.95,1,66,14,12,4,49,12,864.05
47,3.7,1,66,1,11,2,58,11,877.24
21,4.49,5,93,0,13,5,39,18,65.96
1,3.34,1,91,1,13,3,1,0,19.38
23,3.95,2,90,6,13,5,30,7,202.29
7,4.14,1,62,6,9,3,10,3,103.1
10,4.69,4,95,9,14,3,28,18,40.07
12,8.0,1,59,5,11,1,16,4,101.75
16,6.58,4,49,4,16,1,32,16,33.67
7,9.89,1,89,2,17,3,9,2,41.54
20,5.32,1,53,13,9,4,38,18,222.75
17,8.03,5,33,11,12,1,17,0,30.91
29,8.97,2,66,2,11,1,29,0,108.03
17,7.43,2,33,10,16,0,36,19,75.62
45,5.29,3,47,12,11,5,53,8,199.36
46,8.03,5,95,11,15,0,50,4,68.79
30,3.63,5,77,8,15,4,36,6,101.79
37,4.62,2,62,3,13,1,42,5,271.36
31,6.37,5,87,8,13,6,47,16,74.69
10,6.6,2,57,3,15,1,26,16,43.66
44,2.18,5,64,1,17,2,56,12,242.16
24,9.56,1,39,14,16,4,35,11,145.05
32,7.57,2,94,3,12,6,35,3,147.24
37,5.97,2,71,5,8,5,44,7,182.75
40,9.47,4,38,5,8,5,44,4,63.7
7,5.51,5,89,4,9,6,11,4,13.6
10,9.84,5,44,14,17,5,22,12,8.96
21,6.1,2,86,14,17,6,31,10,100.89
23,2.91,1,98,0,12,4,30,7,545.24
40,8.12,1,51,2,11,6,47,7,336.12
16,7.43,1,93,4,8,6,16,0,126.94
11,8.18,5,70,5,11,2,23,12,20.54
45,9.61,4,85,13,11,2,49,4,88.57
31,8.21,2,52,0,17,0,38,7,114.68
14,6.89,3,54,13,11,4,30,16,43.98
15,8.86,4,35,13,8,4,27,12,24.3
21,7.39,3,63,8,16,2,29,8,56.96
27,5.26,4,92,13,10,3,28,1,87.41
19,9.08,1,38,2,11,3,37,18,147.01
32,3.78,5,89,9,12,0,51,19,117.63
9,7.72,3,78,12,14,3,25,16,29.55
39,9.05,4,80,2,13,3,45,6,73.37
31,7.85,5,89,10,12,3,33,2,58.47
49,7.58,3,99,1,15,1,67,18,128.82
32,8.02,2,66,7,8,0,50,18,116.77
1,5.72,4,60,14,14,2,9,8,9.55
32,8.99,2,70,12,13,3,41,9,117.28
32,3.63,1,91,2,12,5,45,13,606.47
40,3.02,2,87,5,14,6,57,17,455.21
12,4.28,2,43,1,10,1,26,14,104.16
29,6.25,4,65,6,8,3,29,0,74.99
32,6.08,1,65,12,16,6,37,5,320.04
12,8.56,2,37,3,9,6,26,14,41.04
25,5.24,5,55,8,17,1,30,5,64.57
21,5.87,3,65,13,10,0,38,17,83.32
38,2.11,2,77,9,15,5,38,0,544.0
1,5.28,1,57,8,17,5,3,2,11.91
37,7.18,2,97,6,16,5,53,16,154.4
38,2.12,3,91,14,10,3,53,15,410.72
25,4.25,1,80,11,13,1,32,7,405.53
45,3.66,4,71,7,14,5,61,16,213.7
49,2.34,1,58,2,8,6,56,7,1259.73
14,5.83,4,39,10,14,6,30,16,41.3
33,3.45,1,68,4,11,4,41,8,663.81
41,7.94,3,30,1,12,4,52,11,109.8
43,8.78,3,68,9,15,1,61,18,99.44
48,6.36,1,50,6,11,3,51,3,522.52
39,9.85,2,94,12,11,3,49,10,139.99
10,5.6,3,44,7,15,0,13,3,35.5
